record_id,customer_ref,case_type,region
REC-8d919c5b-2626,CUST-9D38E026CA,billing,EU
REC-8d919c5b-2627,CUST-9BCF9D22CF,identity,US-CA
REC-8d919c5b-2628,CUST-3D08FCC302,support,NG
REC-8d919c5b-2629,CUST-0B5477FAF0,billing,EU
REC-8d919c5b-2630,CUST-7259DC8E42,identity,US-CA
REC-8d919c5b-2631,CUST-C1E51E6F91,support,NG
REC-8d919c5b-2632,CUST-30A8AA660E,billing,EU
REC-8d919c5b-2633,CUST-CAED03FE6A,identity,US-CA
REC-8d919c5b-2634,CUST-584FF0C6F0,support,NG
REC-8d919c5b-2635,CUST-61AD322C85,billing,EU
REC-8d919c5b-2636,CUST-ED08F8E0E3,identity,US-CA
REC-8d919c5b-2637,CUST-FAB8DA43E5,support,NG
REC-8d919c5b-2638,CUST-7547C398CC,billing,EU
REC-8d919c5b-2639,CUST-FF24642AA5,identity,US-CA
REC-8d919c5b-2640,CUST-8497BFF3CB,support,NG
REC-8d919c5b-2641,CUST-B63F3AC610,billing,EU
REC-8d919c5b-2642,CUST-A3E750FA7B,identity,US-CA
REC-8d919c5b-2643,CUST-D410F37278,support,NG
REC-8d919c5b-2644,CUST-2FF2F35FF2,billing,EU
REC-8d919c5b-2645,CUST-C1FF632D26,identity,US-CA
REC-8d919c5b-2646,CUST-56AE4A46BD,support,NG
REC-8d919c5b-2647,CUST-2B62E52F20,billing,EU
REC-8d919c5b-2648,CUST-B122D5D733,identity,US-CA
REC-8d919c5b-2649,CUST-8F05BE2532,support,NG
REC-8d919c5b-2650,CUST-55DBA28694,billing,EU
REC-8d919c5b-2651,CUST-5BFBB599AB,identity,US-CA
REC-8d919c5b-2652,CUST-A2BB23CED4,support,NG
REC-8d919c5b-2653,CUST-39163E76E5,billing,EU
REC-8d919c5b-2654,CUST-4C0FEFBE90,identity,US-CA
REC-8d919c5b-2655,CUST-5975DAD66B,support,NG
REC-8d919c5b-2656,CUST-B52C4DEADF,billing,EU
REC-8d919c5b-2657,CUST-2B21AE47C8,identity,US-CA
REC-8d919c5b-2658,CUST-FF62988D86,support,NG
REC-8d919c5b-2659,CUST-688F3AC9B3,billing,EU
REC-8d919c5b-2660,CUST-C35121EC40,identity,US-CA
REC-8d919c5b-2661,CUST-7B7969B8CB,support,NG
REC-8d919c5b-2662,CUST-8F0558D7AB,billing,EU
REC-8d919c5b-2663,CUST-00EA090FFB,identity,US-CA
REC-8d919c5b-2664,CUST-ECCCC13575,support,NG
REC-8d919c5b-2665,CUST-34C427AAA9,billing,EU
REC-8d919c5b-2666,CUST-4EF27F21FD,identity,US-CA
REC-8d919c5b-2667,CUST-8509E4BE79,support,NG
REC-8d919c5b-2668,CUST-0F404CFB22,billing,EU
REC-8d919c5b-2669,CUST-457C57E721,identity,US-CA
REC-8d919c5b-2670,CUST-39967A3F87,support,NG
REC-8d919c5b-2671,CUST-FB2979FB7C,billing,EU
REC-8d919c5b-2672,CUST-FF939A8883,identity,US-CA
REC-8d919c5b-2673,CUST-896E8FD55A,support,NG
REC-8d919c5b-2674,CUST-89BF80F904,billing,EU
REC-8d919c5b-2675,CUST-520291408F,identity,US-CA
REC-8d919c5b-2676,CUST-1F06BED0BA,support,NG
REC-8d919c5b-2677,CUST-4D48BC71FC,billing,EU
REC-8d919c5b-2678,CUST-30C89C7BCA,identity,US-CA
REC-8d919c5b-2679,CUST-04D4940B3F,support,NG
REC-8d919c5b-2680,CUST-68620B834C,billing,EU
REC-8d919c5b-2681,CUST-63B573B00C,identity,US-CA
REC-8d919c5b-2682,CUST-9EB5DD6894,support,NG
REC-8d919c5b-2683,CUST-4609DD721F,billing,EU
REC-8d919c5b-2684,CUST-3CE2FD210D,identity,US-CA
REC-8d919c5b-2685,CUST-DF800E4536,support,NG
REC-8d919c5b-2686,CUST-44AE326FDB,billing,EU
REC-8d919c5b-2687,CUST-B854ED2D88,identity,US-CA
REC-8d919c5b-2688,CUST-5D5B943EBB,support,NG
REC-8d919c5b-2689,CUST-E8872F86AF,billing,EU
REC-8d919c5b-2690,CUST-BCCF8F835F,identity,US-CA
REC-8d919c5b-2691,CUST-71752DA62D,support,NG
REC-8d919c5b-2692,CUST-D03FBA4522,billing,EU
REC-8d919c5b-2693,CUST-463A8F99BF,identity,US-CA
REC-8d919c5b-2694,CUST-874D0BE943,support,NG
REC-8d919c5b-2695,CUST-A5B4EE3034,billing,EU
REC-8d919c5b-2696,CUST-D4E33D4431,identity,US-CA
REC-8d919c5b-2697,CUST-1502EF7E0A,support,NG
REC-8d919c5b-2698,CUST-C2526B91E2,billing,EU
REC-8d919c5b-2699,CUST-868A38AEF6,identity,US-CA
REC-8d919c5b-2700,CUST-E6D522E67B,support,NG
REC-8d919c5b-2701,CUST-0CC2890ACE,billing,EU
REC-8d919c5b-2702,CUST-7DE75D37C7,identity,US-CA
REC-8d919c5b-2703,CUST-6A1A41F6CD,support,NG
REC-8d919c5b-2704,CUST-7295D6DCAB,billing,EU
REC-8d919c5b-2705,CUST-B9FEB31062,identity,US-CA
REC-8d919c5b-2706,CUST-EB9A09BC79,support,NG
REC-8d919c5b-2707,CUST-6811E1CC76,billing,EU
REC-8d919c5b-2708,CUST-243267D4C6,identity,US-CA
REC-8d919c5b-2709,CUST-ABEC3AB8DB,support,NG
REC-8d919c5b-2710,CUST-4CB09264BA,billing,EU
REC-8d919c5b-2711,CUST-D96AB1695F,identity,US-CA
REC-8d919c5b-2712,CUST-D26785D29D,support,NG
REC-8d919c5b-2713,CUST-3973257F6A,billing,EU
REC-8d919c5b-2714,CUST-F1D378060F,identity,US-CA
REC-8d919c5b-2715,CUST-913E26DB31,support,NG
REC-8d919c5b-2716,CUST-38C32B7A91,billing,EU
REC-8d919c5b-2717,CUST-7517830EB9,identity,US-CA
REC-8d919c5b-2718,CUST-81E71F0D8F,support,NG
REC-8d919c5b-2719,CUST-65F1DC3DBF,billing,EU
REC-8d919c5b-2720,CUST-24B9E87B17,identity,US-CA
REC-8d919c5b-2721,CUST-CBB290B21B,support,NG
REC-8d919c5b-2722,CUST-D7EA2488C0,billing,EU
REC-8d919c5b-2723,CUST-F69F01C64A,identity,US-CA
REC-8d919c5b-2724,CUST-C41DF3BE3B,support,NG
REC-8d919c5b-2725,CUST-5826EEB16D,billing,EU
REC-8d919c5b-2726,CUST-5F236C8D66,identity,US-CA
REC-8d919c5b-2727,CUST-AE2BC5C21A,support,NG
REC-8d919c5b-2728,CUST-720DEA1CAA,billing,EU
REC-8d919c5b-2729,CUST-8376F8060C,identity,US-CA
REC-8d919c5b-2730,CUST-3BD873DCBD,support,NG
REC-8d919c5b-2731,CUST-7DE4028B87,billing,EU
REC-8d919c5b-2732,CUST-3C840879F8,identity,US-CA
REC-8d919c5b-2733,CUST-4540DCC8AF,support,NG
REC-8d919c5b-2734,CUST-199E64FBF4,billing,EU
REC-8d919c5b-2735,CUST-91C7277597,identity,US-CA
REC-8d919c5b-2736,CUST-D707D16470,support,NG
REC-8d919c5b-2737,CUST-4970D36AF8,billing,EU
REC-8d919c5b-2738,CUST-BB17F68F61,identity,US-CA
REC-8d919c5b-2739,CUST-F50E88E643,support,NG
REC-8d919c5b-2740,CUST-D5F8BE0748,billing,EU
REC-8d919c5b-2741,CUST-C220499593,identity,US-CA
REC-8d919c5b-2742,CUST-732E7BDE27,support,NG
REC-8d919c5b-2743,CUST-62CF37F4FC,billing,EU
REC-8d919c5b-2744,CUST-FCE303F90A,identity,US-CA
REC-8d919c5b-2745,CUST-68EC78C17D,support,NG
REC-8d919c5b-2746,CUST-32552AF722,billing,EU
REC-8d919c5b-2747,CUST-A8C569DAE9,identity,US-CA
REC-8d919c5b-2748,CUST-15E18988AF,support,NG
REC-8d919c5b-2749,CUST-5951908E59,billing,EU
REC-8d919c5b-2750,CUST-A1AFB1E713,identity,US-CA
REC-8d919c5b-2751,CUST-BCF52DCA8E,support,NG
REC-8d919c5b-2752,CUST-A0515DAD19,billing,EU
REC-8d919c5b-2753,CUST-225324BEC6,identity,US-CA
REC-8d919c5b-2754,CUST-C0A81B6EA1,support,NG
REC-8d919c5b-2755,CUST-2106D6F6C1,billing,EU
REC-8d919c5b-2756,CUST-4163DC1DC3,identity,US-CA
REC-8d919c5b-2757,CUST-7FA9603B39,support,NG
REC-8d919c5b-2758,CUST-2E3FCDEC61,billing,EU
REC-8d919c5b-2759,CUST-647623CA9E,identity,US-CA
REC-8d919c5b-2760,CUST-5A680F6562,support,NG
REC-8d919c5b-2761,CUST-F91C70FA57,billing,EU
REC-8d919c5b-2762,CUST-E8B6007323,identity,US-CA
REC-8d919c5b-2763,CUST-2202A017D6,support,NG
REC-8d919c5b-2764,CUST-E38FAA3D92,billing,EU
REC-8d919c5b-2765,CUST-CA814C671E,identity,US-CA
REC-8d919c5b-2766,CUST-CA935373FF,support,NG
REC-8d919c5b-2767,CUST-CF64A4CC7D,billing,EU
REC-8d919c5b-2768,CUST-9D0132A209,identity,US-CA
REC-8d919c5b-2769,CUST-37D18802B4,support,NG
REC-8d919c5b-2770,CUST-7481A3C726,billing,EU
REC-8d919c5b-2771,CUST-8AFBF1C0E3,identity,US-CA
REC-8d919c5b-2772,CUST-51C5EE9F0B,support,NG
REC-8d919c5b-2773,CUST-B32664DAA0,billing,EU
REC-8d919c5b-2774,CUST-7ABF1DBE79,identity,US-CA
REC-8d919c5b-2775,CUST-B94536E994,support,NG
REC-8d919c5b-2776,CUST-99F656A3F0,billing,EU
REC-8d919c5b-2777,CUST-8F652E732A,identity,US-CA
REC-8d919c5b-2778,CUST-46269FD813,support,NG
REC-8d919c5b-2779,CUST-53442FA67D,billing,EU
REC-8d919c5b-2780,CUST-07BE2F9E85,identity,US-CA
REC-8d919c5b-2781,CUST-CCB3FF16BC,support,NG
REC-8d919c5b-2782,CUST-3969065596,billing,EU
REC-8d919c5b-2783,CUST-CE3C8FDCC4,identity,US-CA
REC-8d919c5b-2784,CUST-70FA78C6D1,support,NG
REC-8d919c5b-2785,CUST-859F136DCC,billing,EU
REC-8d919c5b-2786,CUST-5B1ECED3A2,identity,US-CA
REC-8d919c5b-2787,CUST-B222D5B7D2,support,NG
REC-8d919c5b-2788,CUST-71830F022B,billing,EU
REC-8d919c5b-2789,CUST-52A298AEDF,identity,US-CA
REC-8d919c5b-2790,CUST-CC76C87B05,support,NG
REC-8d919c5b-2791,CUST-86E2EFFE45,billing,EU
REC-8d919c5b-2792,CUST-AD4F6DAD1C,identity,US-CA
REC-8d919c5b-2793,CUST-22826495DA,support,NG
REC-8d919c5b-2794,CUST-DC3F99FFE0,billing,EU
REC-8d919c5b-2795,CUST-7B84EE5861,identity,US-CA
REC-8d919c5b-2796,CUST-D9B16FDA24,support,NG
REC-8d919c5b-2797,CUST-40B765A377,billing,EU
REC-8d919c5b-2798,CUST-565A541623,identity,US-CA
REC-8d919c5b-2799,CUST-E46C5C13E5,support,NG
REC-8d919c5b-2800,CUST-D23D8DC6F5,billing,EU
REC-8d919c5b-2801,CUST-85895B3F17,identity,US-CA
REC-8d919c5b-2802,CUST-5796A15790,support,NG
REC-8d919c5b-2803,CUST-FA5FF3F712,billing,EU
REC-8d919c5b-2804,CUST-482E1B14FE,identity,US-CA
REC-8d919c5b-2805,CUST-D46819BC07,support,NG
REC-8d919c5b-2806,CUST-7F51044180,billing,EU
REC-8d919c5b-2807,CUST-A5CB1A3930,identity,US-CA
REC-8d919c5b-2808,CUST-84B8D924C8,support,NG
REC-8d919c5b-2809,CUST-4675C21D81,billing,EU
REC-8d919c5b-2810,CUST-7C643DF3FE,identity,US-CA
REC-8d919c5b-2811,CUST-B81CA4E11B,support,NG
REC-8d919c5b-2812,CUST-622BA60665,billing,EU
REC-8d919c5b-2813,CUST-1AC80BBBD2,identity,US-CA
REC-8d919c5b-2814,CUST-D38B6BC074,support,NG
REC-8d919c5b-2815,CUST-5F7030C974,billing,EU
REC-8d919c5b-2816,CUST-EC20F3F553,identity,US-CA
REC-8d919c5b-2817,CUST-EABAE6A90E,support,NG
REC-8d919c5b-2818,CUST-871BADF2AF,billing,EU
REC-8d919c5b-2819,CUST-6E4405CD28,identity,US-CA
REC-8d919c5b-2820,CUST-598D616378,support,NG
REC-8d919c5b-2821,CUST-863960D374,billing,EU
REC-8d919c5b-2822,CUST-50D4A097B9,identity,US-CA
REC-8d919c5b-2823,CUST-9E47A27B34,support,NG
REC-8d919c5b-2824,CUST-35EDF6009E,billing,EU
REC-8d919c5b-2825,CUST-C24BC02B2F,identity,US-CA
REC-8d919c5b-2826,CUST-682DC5A1B7,support,NG
REC-8d919c5b-2827,CUST-D2F34EDFED,billing,EU
REC-8d919c5b-2828,CUST-9242785775,identity,US-CA
REC-8d919c5b-2829,CUST-8CAC6A34A7,support,NG
REC-8d919c5b-2830,CUST-444B9D5B54,billing,EU
REC-8d919c5b-2831,CUST-4C51C51082,identity,US-CA
REC-8d919c5b-2832,CUST-D1D63A52CB,support,NG
REC-8d919c5b-2833,CUST-CED4A7E45F,billing,EU
REC-8d919c5b-2834,CUST-48FFF5910C,identity,US-CA
REC-8d919c5b-2835,CUST-F1302E2C7D,support,NG
REC-8d919c5b-2836,CUST-4B16AF1238,billing,EU
REC-8d919c5b-2837,CUST-9554D54580,identity,US-CA
REC-8d919c5b-2838,CUST-990ED3DBAB,support,NG
REC-8d919c5b-2839,CUST-5A62F862F9,billing,EU
REC-8d919c5b-2840,CUST-859731AABA,identity,US-CA
REC-8d919c5b-2841,CUST-8E19C510C5,support,NG
REC-8d919c5b-2842,CUST-C0BE45C5D4,billing,EU
REC-8d919c5b-2843,CUST-73AA850048,identity,US-CA
REC-8d919c5b-2844,CUST-50044983CE,support,NG
REC-8d919c5b-2845,CUST-D820F32818,billing,EU
REC-8d919c5b-2846,CUST-2477788B92,identity,US-CA
REC-8d919c5b-2847,CUST-893B12890B,support,NG
REC-8d919c5b-2848,CUST-98DF5CA329,billing,EU
REC-8d919c5b-2849,CUST-9D7B8D54D6,identity,US-CA
REC-8d919c5b-2850,CUST-D8BC109694,support,NG
REC-8d919c5b-2851,CUST-88EFCBBF53,billing,EU
REC-8d919c5b-2852,CUST-F0265E7CBE,identity,US-CA
REC-8d919c5b-2853,CUST-D687808AB2,support,NG
REC-8d919c5b-2854,CUST-4FCF10BA79,billing,EU
REC-8d919c5b-2855,CUST-9F047A757F,identity,US-CA
REC-8d919c5b-2856,CUST-8E5FF75B2D,support,NG
REC-8d919c5b-2857,CUST-2D30B72F3A,billing,EU
REC-8d919c5b-2858,CUST-1BCD8AA699,identity,US-CA
REC-8d919c5b-2859,CUST-CE14209A78,support,NG
REC-8d919c5b-2860,CUST-1562130D0F,billing,EU
REC-8d919c5b-2861,CUST-7CEDDEDA43,identity,US-CA
REC-8d919c5b-2862,CUST-24BF8757E1,support,NG
REC-8d919c5b-2863,CUST-0A2D2B14FF,billing,EU
REC-8d919c5b-2864,CUST-59E8530967,identity,US-CA
REC-8d919c5b-2865,CUST-4FAE428E7F,support,NG
REC-8d919c5b-2866,CUST-7F77F3F9FC,billing,EU
REC-8d919c5b-2867,CUST-C3EA238476,identity,US-CA
REC-8d919c5b-2868,CUST-438AEA8746,support,NG
REC-8d919c5b-2869,CUST-52D0F97469,billing,EU
REC-8d919c5b-2870,CUST-210AF8F360,identity,US-CA
REC-8d919c5b-2871,CUST-4329B76D68,support,NG
REC-8d919c5b-2872,CUST-E75E9A3E0B,billing,EU
REC-8d919c5b-2873,CUST-51D7FD8F45,identity,US-CA
REC-8d919c5b-2874,CUST-64A6097109,support,NG
REC-8d919c5b-2875,CUST-E6EE37388E,billing,EU
REC-8d919c5b-2876,CUST-AD26B99828,identity,US-CA
REC-8d919c5b-2877,CUST-679F286BC5,support,NG
REC-8d919c5b-2878,CUST-DEC24CF15F,billing,EU
REC-8d919c5b-2879,CUST-A255D9DEC5,identity,US-CA
REC-8d919c5b-2880,CUST-637480FEAA,support,NG
REC-8d919c5b-2881,CUST-0FC61BBD2D,billing,EU
REC-8d919c5b-2882,CUST-495A54A9F8,identity,US-CA
REC-8d919c5b-2883,CUST-BE443EFA11,support,NG
REC-8d919c5b-2884,CUST-1D47695E7D,billing,EU
REC-8d919c5b-2885,CUST-21279A7E22,identity,US-CA
REC-8d919c5b-2886,CUST-1E45DE730C,support,NG
REC-8d919c5b-2887,CUST-AA1A48D400,billing,EU
REC-8d919c5b-2888,CUST-F09C0DBAA2,identity,US-CA
REC-8d919c5b-2889,CUST-BC16DAAC45,support,NG
REC-8d919c5b-2890,CUST-4B205742CE,billing,EU
REC-8d919c5b-2891,CUST-197F35667D,identity,US-CA
REC-8d919c5b-2892,CUST-AF166C15EA,support,NG
REC-8d919c5b-2893,CUST-1DF7149A59,billing,EU
REC-8d919c5b-2894,CUST-683EF882AD,identity,US-CA
REC-8d919c5b-2895,CUST-7035FB5A66,support,NG
REC-8d919c5b-2896,CUST-947B7F77C4,billing,EU
REC-8d919c5b-2897,CUST-4687F5E543,identity,US-CA
REC-8d919c5b-2898,CUST-4ABAFF55A1,support,NG
REC-8d919c5b-2899,CUST-9170326C84,billing,EU
REC-8d919c5b-2900,CUST-350702A93B,identity,US-CA
REC-8d919c5b-2901,CUST-534CA6E9F8,support,NG
REC-8d919c5b-2902,CUST-B78FDF4921,billing,EU
REC-8d919c5b-2903,CUST-51CAA0DEC6,identity,US-CA
REC-8d919c5b-2904,CUST-58826DB5C6,support,NG
REC-8d919c5b-2905,CUST-69D5A7F9CB,billing,EU
REC-8d919c5b-2906,CUST-C5B2BEC40C,identity,US-CA
REC-8d919c5b-2907,CUST-D3FEDC6C12,support,NG
REC-8d919c5b-2908,CUST-77BB12DB77,billing,EU
REC-8d919c5b-2909,CUST-28A20B6AE2,identity,US-CA
REC-8d919c5b-2910,CUST-4505CD4A67,support,NG
REC-8d919c5b-2911,CUST-B87BE1772E,billing,EU
REC-8d919c5b-2912,CUST-EAE479FE77,identity,US-CA
REC-8d919c5b-2913,CUST-28656D0439,support,NG
REC-8d919c5b-2914,CUST-04B77A0FAF,billing,EU
REC-8d919c5b-2915,CUST-5E6A20F6CC,identity,US-CA
REC-8d919c5b-2916,CUST-BAC90DA5C6,support,NG
REC-8d919c5b-2917,CUST-EBBFC550A3,billing,EU
REC-8d919c5b-2918,CUST-FAC7360330,identity,US-CA
REC-8d919c5b-2919,CUST-1FBD59A745,support,NG
REC-8d919c5b-2920,CUST-1E27006B6C,billing,EU
REC-8d919c5b-2921,CUST-E364B01588,identity,US-CA
REC-8d919c5b-2922,CUST-A9A0370EAC,support,NG
REC-8d919c5b-2923,CUST-96E8F278A6,billing,EU
REC-8d919c5b-2924,CUST-4D4F1C73D0,identity,US-CA
REC-8d919c5b-2925,CUST-9FAF52A78F,support,NG
REC-8d919c5b-2926,CUST-56323D4F76,billing,EU
REC-8d919c5b-2927,CUST-702EE534E3,identity,US-CA
REC-8d919c5b-2928,CUST-3CD4AEF133,support,NG
REC-8d919c5b-2929,CUST-622CE6E910,billing,EU
REC-8d919c5b-2930,CUST-19864E9CFA,identity,US-CA
REC-8d919c5b-2931,CUST-64834B4BE2,support,NG
REC-8d919c5b-2932,CUST-4B6948BFDC,billing,EU
REC-8d919c5b-2933,CUST-3F7D32EFCD,identity,US-CA
REC-8d919c5b-2934,CUST-6974E51531,support,NG
REC-8d919c5b-2935,CUST-261F33F6F5,billing,EU
REC-8d919c5b-2936,CUST-C3E06F913F,identity,US-CA
REC-8d919c5b-2937,CUST-84B2320C7C,support,NG
REC-8d919c5b-2938,CUST-9A7CD3F832,billing,EU
REC-8d919c5b-2939,CUST-8B9265163C,identity,US-CA
REC-8d919c5b-2940,CUST-6108926DA9,support,NG
REC-8d919c5b-2941,CUST-001C12F9BA,billing,EU
REC-8d919c5b-2942,CUST-4A5DD2CF77,identity,US-CA
REC-8d919c5b-2943,CUST-51B2932B95,support,NG
REC-8d919c5b-2944,CUST-9EE00889CD,billing,EU
REC-8d919c5b-2945,CUST-E1D18A36E8,identity,US-CA
REC-8d919c5b-2946,CUST-5DCE3FC599,support,NG
REC-8d919c5b-2947,CUST-BAFB743740,billing,EU
REC-8d919c5b-2948,CUST-EB66342662,identity,US-CA
REC-8d919c5b-2949,CUST-7B459D30BC,support,NG
REC-8d919c5b-2950,CUST-02F9963DEA,billing,EU
REC-8d919c5b-2951,CUST-E45CEE65F5,identity,US-CA
REC-8d919c5b-2952,CUST-34FAAE5834,support,NG
REC-8d919c5b-2953,CUST-E6C5327865,billing,EU
REC-8d919c5b-2954,CUST-C9D764A830,identity,US-CA
REC-8d919c5b-2955,CUST-C5A0B3DCB4,support,NG
REC-8d919c5b-2956,CUST-1A27E2899D,billing,EU
REC-8d919c5b-2957,CUST-D677C14F7E,identity,US-CA
REC-8d919c5b-2958,CUST-4BC7546F76,support,NG
REC-8d919c5b-2959,CUST-312CBD7276,billing,EU
REC-8d919c5b-2960,CUST-5B9DC4F891,identity,US-CA
REC-8d919c5b-2961,CUST-081DB68EC8,support,NG
REC-8d919c5b-2962,CUST-BA2E25FDC7,billing,EU
REC-8d919c5b-2963,CUST-E4CFB192B9,identity,US-CA
REC-8d919c5b-2964,CUST-E0D4C99701,support,NG
REC-8d919c5b-2965,CUST-F448ED7753,billing,EU
REC-8d919c5b-2966,CUST-84C954579E,identity,US-CA
REC-8d919c5b-2967,CUST-0C49742CE0,support,NG
REC-8d919c5b-2968,CUST-9335F3EF56,billing,EU
REC-8d919c5b-2969,CUST-0211501DE2,identity,US-CA
REC-8d919c5b-2970,CUST-C8D799310B,support,NG
REC-8d919c5b-2971,CUST-525011CAF9,billing,EU
REC-8d919c5b-2972,CUST-A2A5A9B714,identity,US-CA
REC-8d919c5b-2973,CUST-82BB8DA22A,support,NG
REC-8d919c5b-2974,CUST-ECF05493E4,billing,EU
REC-8d919c5b-2975,CUST-A889B04EE7,identity,US-CA
REC-8d919c5b-2976,CUST-D09832744E,support,NG
REC-8d919c5b-2977,CUST-CC3E1FEFCB,billing,EU
REC-8d919c5b-2978,CUST-975A53BBC9,identity,US-CA
REC-8d919c5b-2979,CUST-1A9E919AC2,support,NG
REC-8d919c5b-2980,CUST-BC335FCE31,billing,EU
REC-8d919c5b-2981,CUST-8E1EFBF9BA,identity,US-CA
REC-8d919c5b-2982,CUST-C5094B4046,support,NG
REC-8d919c5b-2983,CUST-EA565E0799,billing,EU
REC-8d919c5b-2984,CUST-1669D73E5B,identity,US-CA
REC-8d919c5b-2985,CUST-9521A98F5F,support,NG
REC-8d919c5b-2986,CUST-B7C73080BF,billing,EU
REC-8d919c5b-2987,CUST-0F621C9999,identity,US-CA
REC-8d919c5b-2988,CUST-F00F56EDA6,support,NG
REC-8d919c5b-2989,CUST-36E1DFA906,billing,EU
REC-8d919c5b-2990,CUST-D22A743B5F,identity,US-CA
REC-8d919c5b-2991,CUST-1A32AF1A26,support,NG
REC-8d919c5b-2992,CUST-904D36FBFC,billing,EU
REC-8d919c5b-2993,CUST-09E0FB5657,identity,US-CA
REC-8d919c5b-2994,CUST-D33E502ACC,support,NG
REC-8d919c5b-2995,CUST-3509082D3E,billing,EU
REC-8d919c5b-2996,CUST-23E005868B,identity,US-CA
REC-8d919c5b-2997,CUST-F4EDA87879,support,NG
REC-8d919c5b-2998,CUST-3CB009498C,billing,EU
REC-8d919c5b-2999,CUST-1532BE5A09,identity,US-CA
REC-8d919c5b-3000,CUST-8EB1CFB773,support,NG
REC-8d919c5b-3001,CUST-168390041D,billing,EU
REC-8d919c5b-3002,CUST-98C3567873,identity,US-CA
REC-8d919c5b-3003,CUST-834EFAA676,support,NG
REC-8d919c5b-3004,CUST-C3FC230740,billing,EU
REC-8d919c5b-3005,CUST-566FC55349,identity,US-CA
REC-8d919c5b-3006,CUST-33B68E6AB4,support,NG
REC-8d919c5b-3007,CUST-7AE3322FF1,billing,EU
REC-8d919c5b-3008,CUST-4C0C291153,identity,US-CA
REC-8d919c5b-3009,CUST-E8F46682F4,support,NG
REC-8d919c5b-3010,CUST-56CA3EDC65,billing,EU
REC-8d919c5b-3011,CUST-853AD037CF,identity,US-CA
REC-8d919c5b-3012,CUST-F3CB698AB8,support,NG
REC-8d919c5b-3013,CUST-234F394A5F,billing,EU
REC-8d919c5b-3014,CUST-3479AFC866,identity,US-CA
REC-8d919c5b-3015,CUST-2230F45F79,support,NG
REC-8d919c5b-3016,CUST-01C8DE74B6,billing,EU
REC-8d919c5b-3017,CUST-B80842B8D9,identity,US-CA
REC-8d919c5b-3018,CUST-5243FC6910,support,NG
REC-8d919c5b-3019,CUST-04A88CA7E5,billing,EU
REC-8d919c5b-3020,CUST-F85358C0BF,identity,US-CA
REC-8d919c5b-3021,CUST-854D74BE1D,support,NG
REC-8d919c5b-3022,CUST-6D12F4D6B6,billing,EU
REC-8d919c5b-3023,CUST-A47F3F94F6,identity,US-CA
REC-8d919c5b-3024,CUST-9C879257D4,support,NG
REC-8d919c5b-3025,CUST-B77EFCE725,billing,EU
REC-8d919c5b-3026,CUST-6CF12F356A,identity,US-CA
REC-8d919c5b-3027,CUST-C92620089C,support,NG
REC-8d919c5b-3028,CUST-395F633D3C,billing,EU
REC-8d919c5b-3029,CUST-95B60BC1B9,identity,US-CA
REC-8d919c5b-3030,CUST-D28B87CDB3,support,NG
REC-8d919c5b-3031,CUST-C47A53D3B9,billing,EU
REC-8d919c5b-3032,CUST-67ABAE6FB1,identity,US-CA
REC-8d919c5b-3033,CUST-DDD7322249,support,NG
REC-8d919c5b-3034,CUST-BAE775F430,billing,EU
REC-8d919c5b-3035,CUST-E7218BD5DC,identity,US-CA
REC-8d919c5b-3036,CUST-6CD8D8ECE8,support,NG
REC-8d919c5b-3037,CUST-AAD4F5E6E7,billing,EU
REC-8d919c5b-3038,CUST-F586AF63D6,identity,US-CA
REC-8d919c5b-3039,CUST-577760C02E,support,NG
REC-8d919c5b-3040,CUST-901E3DD7FF,billing,EU
REC-8d919c5b-3041,CUST-EEA27A503E,identity,US-CA
REC-8d919c5b-3042,CUST-AF48F3182F,support,NG
REC-8d919c5b-3043,CUST-1619C0AE97,billing,EU
REC-8d919c5b-3044,CUST-99E382613D,identity,US-CA
REC-8d919c5b-3045,CUST-5BD6879937,support,NG
REC-8d919c5b-3046,CUST-BAEF52002E,billing,EU
REC-8d919c5b-3047,CUST-188FDC6457,identity,US-CA
REC-8d919c5b-3048,CUST-2434DA6E55,support,NG
REC-8d919c5b-3049,CUST-D6D6017ED8,billing,EU
REC-8d919c5b-3050,CUST-0A208338EE,identity,US-CA
REC-8d919c5b-3051,CUST-90B8787D83,support,NG
REC-8d919c5b-3052,CUST-40801BE3F5,billing,EU
REC-8d919c5b-3053,CUST-80DC106DE9,identity,US-CA
REC-8d919c5b-3054,CUST-7E4B970D6E,support,NG
REC-8d919c5b-3055,CUST-D562DF4D54,billing,EU
REC-8d919c5b-3056,CUST-6670862A34,identity,US-CA
REC-8d919c5b-3057,CUST-DC06681425,support,NG
REC-8d919c5b-3058,CUST-FC28CE68F6,billing,EU
REC-8d919c5b-3059,CUST-58EDB613CA,identity,US-CA
REC-8d919c5b-3060,CUST-A12F04F4E4,support,NG
REC-8d919c5b-3061,CUST-11996159C4,billing,EU
REC-8d919c5b-3062,CUST-33A36AB630,identity,US-CA
REC-8d919c5b-3063,CUST-C26A837DC9,support,NG
REC-8d919c5b-3064,CUST-DED2F2F296,billing,EU
REC-8d919c5b-3065,CUST-143074B9E4,identity,US-CA
REC-8d919c5b-3066,CUST-08547A92B1,support,NG
REC-8d919c5b-3067,CUST-625FF80C5A,billing,EU
REC-8d919c5b-3068,CUST-22CE1DD367,identity,US-CA
REC-8d919c5b-3069,CUST-606BD6D6D5,support,NG
REC-8d919c5b-3070,CUST-0D0386E0E3,billing,EU
